Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
759,3226456,"syntaxes/akandechips.tmLanguage.json",0,0,"{\r\n  ""scopeName"": ""source.akandechips"",\r\n  ""name"": ""AkandeChips"",\r\n  ""patterns"": [\r\n    { ""name"": ""comment.line.number-sign.akandechips"", ""match"": ""#.*$"" },\r\n    { ""name"": ""keyword.control.akandechips"", ""match"": ""\\b(if|else|for|while|return|def|class)\\b"" },\r\n    { ""name"": ""string.quoted.double.akandechips"", ""begin"": ""\"""", ""end"": ""\"""" },\r\n    { ""name"": ""string.quoted.single.akandechips"", ""begin"": ""'"", ""end"": ""'"" },\r\n    { ""name"": ""constant.numeric.akandechips"", ""match"": ""\\b\\d+\\b"" },\r\n    { ""name"": ""variable.akandechips"", ""match"": ""\\b[a-zA-Z_][a-zA-Z0-9_]*\\b"" }\r\n  ],\r\n  ""repository"": {},\r\n  ""fileTypes"": [""akande"", ""chips""],\r\n  ""uuid"": ""b1e1e1e1-1111-1111-1111-111111111111""\r\n}\r\n",json,tab
760,3229874,"snippets/akandechips.code-snippets",0,0,"{\r\n  ""Print Statement"": {\r\n    ""prefix"": ""print"",\r\n    ""body"": [""print('$1')""],\r\n    ""description"": ""Print statement""\r\n  },\r\n  ""Function Definition"": {\r\n    ""prefix"": ""def"",\r\n    ""body"": [""def $1($2):"", ""    $0""],\r\n    ""description"": ""Function definition""\r\n  },\r\n  ""If Statement"": {\r\n    ""prefix"": ""if"",\r\n    ""body"": [""if $1:"", ""    $0""],\r\n    ""description"": ""If statement""\r\n  }\r\n}\r\n",snippets,tab
761,3232465,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
762,3236366,"akandes_lsp/README.md",0,0,"# AkandeChips LSP\r\n\r\nThis folder is reserved for any additional LSP-related code or documentation for the AkandeChips project.\r\n\r\n## Purpose\r\n- Store LSP protocol definitions, shared utilities, or documentation.\r\n\r\n## Usage\r\n- Add any LSP-specific files or notes here as the project evolves.\r\n",markdown,tab
763,3239030,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
764,3240191,"akandes_python_backend/README.md",0,0,"# AkandeChips Python Backend\r\n\r\nThis folder is intended for the Python Language Server backend that will be used by the AkandeChips VS Code extension.\r\n\r\n## Getting Started\r\n- Set up your Python environment (a virtual environment is recommended).\r\n- Implement the Language Server Protocol (LSP) using a library such as `pygls` or `python-lsp-server`.\r\n- Ensure the server can be started from the extension (e.g., via a script or entry point).\r\n\r\n## Example Libraries\r\n- [pygls](https://github.com/openlawlibrary/pygls)\r\n- [python-lsp-server](https://github.com/python-lsp/python-lsp-server)\r\n\r\n## Development\r\n- The extension will launch this backend as a subprocess.\r\n- Communicate using stdio or TCP as required by the LSP.\r\n",markdown,tab
765,3241544,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
766,3243128,"README.md",0,0,"# AkandeChips VS Code Extension\n\nThis is a VS Code extension scaffolded with Yeoman and Generator-Code. It is intended to provide language support and connect to a Python backend (LSP).\n\n## Features\n\n- Language support for AkandeChips Programming Language\n- Connects to a Python Language Server backend\n\n## Getting Started\n\n1. Open this folder in VS Code.\n2. Run `npm install` to install dependencies.\n3. Press `F5` to launch the extension in a new Extension Development Host window.\n\n## Development\n\n- The extension is written in TypeScript.\n- The backend Language Server should be implemented in Python and started by the extension.\n\n## Resources\n\n- [VS Code Extension API](https://code.visualstudio.com/api)\n- [VS Code Language Server Protocol](https://microsoft.github.io/language-server-protocol/)\n\n---\n\nFor workspace-specific Copilot instructions, see `.github/copilot-instructions.md`.\n",markdown,tab
767,3244230,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
768,3245990,"src/client.ts",0,0,"import * as path from 'path';\r\nimport { workspace, ExtensionContext } from 'vscode';\r\nimport {\r\n  LanguageClient,\r\n  LanguageClientOptions,\r\n  ServerOptions\r\n} from 'vscode-languageclient/node';\r\n\r\nlet client: LanguageClient;\r\n\r\nexport function activateLanguageClient(context: ExtensionContext) {\r\n  // Path to the Python language server script\r\n  const serverScript = context.asAbsolutePath(path.join('..', 'akandes_python_backend', 'server.py'));\r\n\r\n  // Server options for launching the Python LSP\r\n  const serverOptions: ServerOptions = {\r\n    command: 'python',\r\n    args: [serverScript],\r\n    options: { cwd: path.dirname(serverScript) }\r\n  };\r\n\r\n  // Client options\r\n  const clientOptions: LanguageClientOptions = {\r\n    documentSelector: [{ scheme: 'file', language: 'akandechips' }],\r\n    synchronize: {\r\n      fileEvents: workspace.createFileSystemWatcher('**/.clientrc')\r\n    }\r\n  };\r\n\r\n  // Create the language client\r\n  client = new LanguageClient(\r\n    'akandeLanguageServer',\r\n    'AkandeChips Language Server',\r\n    serverOptions,\r\n    clientOptions\r\n  );\r\n\r\n  // Start the client\r\n  client.start();\r\n  // Add the client to subscriptions for proper disposal\r\n  context.subscriptions.push(client);\r\n}\r\n\r\nexport function deactivateLanguageClient(): Thenable<void> | undefined {\r\n  if (!client) {\r\n    return undefined;\r\n  }\r\n  return client.stop();\r\n}\r\n",typescript,tab
769,3253198,"akandes_python_backend/server.py",0,0,"\r\n# Minimal, version-agnostic pygls LSP server for AkandeChips\r\nfrom pygls.server import LanguageServer\r\nfrom pygls.lsp.types import (\r\n    InitializeParams, TextDocumentSyncKind, TextDocumentSyncOptions, DidOpenTextDocumentParams,\r\n    CompletionParams, CompletionItem, CompletionList, Diagnostic, DiagnosticSeverity, Position, Range, Hover, MarkupContent\r\n)\r\n\r\nclass AkandeLanguageServer(LanguageServer):\r\n    def __init__(self):\r\n        super().__init__(""akandechips-lsp"", ""0.1.0"")\r\n\r\nserver = AkandeLanguageServer()\r\n\r\n@server.feature('initialize')\r\ndef on_initialize(ls, params):\r\n    sync_kind = getattr(TextDocumentSyncKind, 'FULL', 1)\r\n    return {\r\n        'capabilities': {\r\n            'textDocumentSync': TextDocumentSyncOptions(\r\n                open_close=True,\r\n                change=sync_kind\r\n            ),\r\n            'hoverProvider': True,\r\n            'completionProvider': {'resolveProvider': False}\r\n        }\r\n    }\r\n\r\n@server.feature('textDocument/didOpen')\r\ndef did_open(ls, params):\r\n    ls.show_message('AkandeChips LSP: File opened!')\r\n    text = getattr(params.textDocument, 'text', None)\r\n    diagnostics = []\r\n    if text:\r\n        for i, line in enumerate(text.splitlines()):\r\n            if 'todo' in line.lower():\r\n                sev = getattr(DiagnosticSeverity, 'Warning', getattr(DiagnosticSeverity, 'WARNING', 2))\r\n                diagnostics.append(Diagnostic(\r\n                    range=Range(start=Position(line=i, character=0), end=Position(line=i, character=len(line))),\r\n                    message=""Found TODO in code."",\r\n                    severity=sev\r\n                ))\r\n    ls.publish_diagnostics(params.textDocument.uri, diagnostics)\r\n\r\n@server.feature('textDocument/hover')\r\ndef hover(ls, params):\r\n    doc = ls.workspace.get_document(params.textDocument.uri)\r\n    word = doc.word_at_position(params.position)\r\n    try:\r\n        markup = MarkupContent(kind='markdown', value='**print**: Output text to the console.')\r\n    except Exception:\r\n        markup = {'kind': 'markdown', 'value': '**print**: Output text to the console.'}\r\n    if word == 'print':\r\n        return Hover(contents=markup)\r\n    return None\r\n\r\n@server.feature('textDocument/completion')\r\ndef completions(ls, params):\r\n    items = [\r\n        CompletionItem(label='print', detail='Print statement'),\r\n        CompletionItem(label='def', detail='Function definition'),\r\n        CompletionItem(label='if', detail='If statement')\r\n    ]\r\n    return CompletionList(is_incomplete=False, items=items)\r\n\r\nif __name__ == '__main__':\r\n    server.start_io()\r\n",python,tab
770,3254709,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
771,3435702,"hdl_projects/and_gate.v",0,0,"// Simple AND gate in Verilog\r\nmodule and_gate(\r\n    input a,\r\n    input b,\r\n    output y\r\n);\r\n    assign y = a & b;\r\nendmodule\r\n",akandes-verilog,tab
772,7696252,"hdl_projects/and_gate.v",0,29,"// Simple AND gate in Verilog",akandes-verilog,content
773,7696291,"hdl_projects/and_gate.v",31,16,"module and_gate(",akandes-verilog,content
774,7696317,"hdl_projects/and_gate.v",49,12,"    input a,",akandes-verilog,content
775,7696345,"hdl_projects/and_gate.v",63,12,"    input b,",akandes-verilog,content
776,7696367,"hdl_projects/and_gate.v",77,12,"    output y",akandes-verilog,content
777,7696385,"hdl_projects/and_gate.v",91,2,");",akandes-verilog,content
778,7696405,"hdl_projects/and_gate.v",95,21,"    assign y = a & b;",akandes-verilog,content
779,7696421,"hdl_projects/and_gate.v",118,9,"endmodule",akandes-verilog,content
780,7696452,"hdl_projects/and_gate.v",129,0,"\r\nmodule and_gate_tb;",akandes-verilog,content
781,7696468,"hdl_projects/and_gate.v",150,0,"\r\n    reg a, b;",akandes-verilog,content
782,7696487,"hdl_projects/and_gate.v",165,0,"\r\n    wire y;",akandes-verilog,content
783,7696504,"hdl_projects/and_gate.v",178,0,"\r\n",akandes-verilog,content
784,7696521,"hdl_projects/and_gate.v",180,0,"\r\n    and_gate uut (.a(a), .b(b), .y(y));",akandes-verilog,content
785,7696542,"hdl_projects/and_gate.v",221,0,"\r\n",akandes-verilog,content
786,7696556,"hdl_projects/and_gate.v",223,0,"\r\n    initial begin",akandes-verilog,content
787,7696587,"hdl_projects/and_gate.v",242,0,"\r\n        a = 0; b = 0;",akandes-verilog,content
788,7696612,"hdl_projects/and_gate.v",265,0,"\r\n        #10 a = 0; b = 1;",akandes-verilog,content
789,7696671,"hdl_projects/and_gate.v",292,0,"\r\n        #10 a = 1; b = 0;",akandes-verilog,content
790,7696752,"hdl_projects/and_gate.v",319,0,"\r\n        #10 a = 1; b = 1;",akandes-verilog,content
791,7696768,"hdl_projects/and_gate.v",346,0,"\r\n        #10;",akandes-verilog,content
792,7696787,"hdl_projects/and_gate.v",360,0,"\r\n    end",akandes-verilog,content
793,7696804,"hdl_projects/and_gate.v",369,0,"\r\nendmodule",akandes-verilog,content
794,7696819,"hdl_projects/and_gate.v",380,0,"\r\n",akandes-verilog,content
795,54949927,"hdl_projects/and_gate.v",0,29,"// Simple AND gate in Verilog",akandes-verilog,content
796,54949952,"hdl_projects/and_gate.v",31,16,"module and_gate(",akandes-verilog,content
797,54949971,"hdl_projects/and_gate.v",49,12,"    input a,",akandes-verilog,content
798,54949991,"hdl_projects/and_gate.v",63,12,"    input b,",akandes-verilog,content
799,54950009,"hdl_projects/and_gate.v",77,12,"    output y",akandes-verilog,content
800,54950024,"hdl_projects/and_gate.v",91,2,");",akandes-verilog,content
801,54950039,"hdl_projects/and_gate.v",95,21,"    assign y = a & b;",akandes-verilog,content
802,54950056,"hdl_projects/and_gate.v",118,9,"endmodule",akandes-verilog,content
803,54950091,"hdl_projects/and_gate.v",131,19,"module and_gate_tb;",akandes-verilog,content
804,54950106,"hdl_projects/and_gate.v",152,13,"    reg a, b;",akandes-verilog,content
805,54950124,"hdl_projects/and_gate.v",167,11,"    wire y;",akandes-verilog,content
806,54950155,"hdl_projects/and_gate.v",182,39,"    and_gate uut (.a(a), .b(b), .y(y));",akandes-verilog,content
807,54950189,"hdl_projects/and_gate.v",225,17,"    initial begin",akandes-verilog,content
808,54950205,"hdl_projects/and_gate.v",244,21,"        a = 0; b = 0;",akandes-verilog,content
809,54950222,"hdl_projects/and_gate.v",267,25,"        #10 a = 0; b = 1;",akandes-verilog,content
810,54950238,"hdl_projects/and_gate.v",294,25,"        #10 a = 1; b = 0;",akandes-verilog,content
811,54950257,"hdl_projects/and_gate.v",321,25,"        #10 a = 1; b = 1;",akandes-verilog,content
812,54950272,"hdl_projects/and_gate.v",348,12,"        #10;",akandes-verilog,content
813,54950289,"hdl_projects/and_gate.v",362,7,"    end",akandes-verilog,content
814,54950305,"hdl_projects/and_gate.v",371,9,"endmodule",akandes-verilog,content
815,54950340,"hdl_projects/and_gate.v",382,0,"\r\n$ ./pandoc --version",akandes-verilog,content
816,54950356,"hdl_projects/and_gate.v",404,0,"\r\npandoc 2.14.0",akandes-verilog,content
817,54950376,"hdl_projects/and_gate.v",419,0,"\r\nCompiled with pandoc-types 1.22.0.1",akandes-verilog,content
818,54950391,"hdl_projects/and_gate.v",456,0,"\r\nSyntax highlighting version 110",akandes-verilog,content
819,54950407,"hdl_projects/and_gate.v",489,0,"\r\n$",akandes-verilog,content
820,54950423,"hdl_projects/and_gate.v",492,0,"\r\n",akandes-verilog,content
